tx	gene_id	N2L	N2S	N3L	N3S	N4L	N4S	NE3L	NE3S	NE4L	NE4S	NE5L	NE5S	NW3L	NW3S	NW4L	NW4S	NW5L	NW5S	W3L	W3S	W4S	W5L	W5S
rna-XM_043146059.1	gene-E1B28_000252	91.548574	10.412405	114.03322	6.524179	93.473165	5.732438	84.473267	22.895448	76.943045	12.375717	112.099626	7.958262	73.377248	9.617652	84.09363	10.972002	85.466086	12.305784	133.194844	6.124514	10.850673	86.602043	2.326332
rna-XM_043146060.1	gene-E1B28_000253	4.791235	5.584568	4.342308	5.734408	5.03676	5.947604	4.311914	6.211876	4.068097	7.120908	4.631447	5.110577	3.437978	6.45161	3.946876	6.65329	2.478941	6.932461	4.399502	6.194751	3.961567	4.236242	6.329343
rna-XM_043146061.1	gene-E1B28_000254	7.515448	4.628712	7.033656	5.302107	7.985977	4.27086	7.946815	2.219939	9.387172	4.040352	8.998662	2.650513	6.231721	1.93183	7.783235	3.270583	4.597484	4.865166	5.810012	1.648194	4.602588	8.259223	1.720817
rna-XM_043146062.1	gene-E1B28_000255	7.086835	6.881234	5.445608	4.606466	7.005483	4.840926	6.796191	5.839907	7.59845	4.383389	8.300376	5.667754	4.761641	4.930379	4.945884	3.754082	4.90884	4.828661	6.040642	6.84264	6.385033	5.485826	2.614208
rna-XM_043146063.1	gene-E1B28_000256	86.487908	57.694727	61.189978	39.370069	70.390303	54.01635	75.658587	59.812865	75.729898	59.402761	77.251887	50.34891	78.771303	42.693204	73.173582	48.790145	78.54478	41.749645	90.493188	50.884143	67.169816	76.312695	29.34836
rna-XM_043146064.1	gene-E1B28_000257	3.496163	0	4.185568	3.708432	2.8867	2.650497	3.142888	3.109055	3.324801	3.356204	6.357497	2.272048	2.677847	1.398292	3.587751	1.732287	2.862877	3.726944	3.626258	1.401034	3.849004	3.642821	2.311556
rna-XM_043146065.1	gene-E1B28_000257	0.47618	3.188592	0.147162	0.556008	0.176636	0.158751	0	0	0	0.233371	0	0.433317	0	0	0	0	0.301597	0	0	0.562807	0	0	0
rna-XM_043146066.1	gene-E1B28_000258	21.614295	108.894275	17.942983	103.074985	21.685946	132.226359	32.75316	326.461864	45.737164	190.415996	45.227017	84.037551	23.609219	159.906615	27.001876	169.248824	24.819906	115.984525	21.481351	32.586029	23.615241	20.482122	71.701805
rna-XM_043146067.1	gene-E1B28_000259	5.346555	6.353681	8.077342	6.40365	7.976488	3.777356	6.607248	4.604214	7.470762	5.509007	14.329118	5.561537	4.542948	3.194333	6.157963	3.250035	6.032609	6.684431	7.132885	2.13732	4.951708	7.61559	2.590507
rna-XM_043146068.1	gene-E1B28_000260	10.648785	9.416131	7.143212	9.310069	7.491664	9.228683	10.344291	14.514181	10.085718	11.753975	8.040561	9.69189	7.292647	7.682337	9.429279	10.568433	7.016852	9.242187	6.6422	11.768963	5.275617	8.225322	7.032925
rna-XM_043146069.1	gene-E1B28_000261	2.015164	23.163953	1.914573	20.30953	2.526715	8.701865	1.238691	3.083359	1.821839	16.160718	2.75637	11.487148	4.793161	19.598997	4.208645	17.383781	4.517683	11.893654	2.946225	66.059741	38.561038	3.315938	1.561323
rna-XM_043146070.1	gene-E1B28_000262	1.151693	4.091899	2.079259	3.071261	1.622656	2.562579	2.261272	6.197532	4.031171	7.6229	3.542142	5.270133	2.792623	3.048939	1.902858	6.318919	2.298128	5.177963	1.503309	9.283445	14.436934	2.443422	1.267613
rna-XM_043146071.1	gene-E1B28_000263	3.736629	0	6.701341	6.372787	10.93393	4.865675	7.67998	1.958702	8.509147	1.444869	15.315964	0	4.367069	3.560123	3.934824	1.774103	0	1.432088	11.541728	3.100275	10.735122	7.83454	4.573096
rna-XM_043146072.1	gene-E1B28_000263	7.462149	5.98438	3.721665	1.786693	2.365881	2.194628	3.730698	5.113446	3.649576	6.053624	0.77906	6.903112	5.590545	3.07528	7.393899	4.154135	10.316138	5.228637	1.562775	5.82809	4.29353	4.4512	0
rna-XM_043146073.1	gene-E1B28_000264	6.776229	40.855617	5.126757	46.820908	5.618387	48.609636	4.166667	31.584434	7.68137	44.926413	9.635536	80.503421	5.373873	29.895525	5.830405	33.55093	19.11529	28.872842	4.095366	60.163017	72.303869	7.793736	32.210692
rna-XM_043146074.1	gene-E1B28_000265	19.393808	24.953657	21.284401	28.29638	20.495884	29.455826	25.622762	22.27282	18.703862	39.093667	24.95045	28.603954	17.424947	23.004092	22.381934	33.824942	24.171278	21.931874	20.72097	32.952895	18.770249	24.998734	16.936575
rna-XM_043146075.1	gene-E1B28_000266	447.247124	420.826291	503.000147	333.011431	505.90582	419.169281	469.300031	498.342474	424.312033	394.973254	452.745736	345.038175	552.754805	422.576942	460.127457	427.505316	431.818682	469.335312	488.909808	252.660419	378.193337	472.966291	186.925451
rna-XM_043146076.1	gene-E1B28_000267	8.233233	9.110113	5.531076	7.01607	6.643636	5.986044	5.358388	6.244597	7.996433	8.956465	7.225254	8.098125	5.180706	6.393178	5.709896	6.660235	4.425482	6.739451	5.443435	7.952214	11.869093	5.795817	6.36081
rna-XM_043146077.1	gene-E1B28_000268	36.845866	49.042101	35.836641	89.151039	31.837715	74.838001	29.39153	50.748279	35.671387	97.03038	38.788157	132.560917	27.928832	58.680232	33.065449	37.3308	42.070809	50.073659	31.585067	147.827604	321.624753	37.915919	178.140688
rna-XM_043146078.1	gene-E1B28_000269	18.548569	20.313442	13.83529	20.933145	15.085861	22.021997	15.584469	22.010059	18.161642	22.69544	16.91591	24.203428	16.367965	18.56072	15.58476	20.448975	16.910746	18.678063	18.027794	36.712732	28.416867	16.09635	20.825271
rna-XM_043146079.1	gene-E1B28_000270	23.871863	38.282839	21.771579	17.887317	22.332559	14.59653	21.520653	32.313518	25.246513	21.597365	42.474368	34.256977	18.302034	40.403304	20.844503	29.512819	19.470223	17.826699	24.687013	74.667996	30.540248	24.790811	19.775141
rna-XM_043146080.1	gene-E1B28_000271	42.510292	34.7361	36.060537	29.139365	39.185596	29.584067	34.98081	33.515216	42.344182	33.854727	35.603753	34.524022	36.885979	26.074473	39.012094	31.612895	31.570595	34.091327	36.568049	21.257913	20.094793	36.317754	31.604082
rna-XM_043146081.1	gene-E1B28_000272	16.513596	20.875471	14.414105	21.348107	16.846149	22.420088	14.325216	20.499538	16.35491	26.740237	14.258407	21.462363	11.863601	11.899709	11.782832	16.059053	11.934396	18.966954	14.323639	15.701404	22.938579	12.799876	13.038465
rna-XM_043146082.1	gene-E1B28_000273	12.963941	13.979458	11.762328	14.271508	10.64844	14.110688	10.289171	16.253397	9.85388	17.768637	11.321926	17.259996	8.917277	11.693283	10.933294	13.344107	9.826232	16.778802	13.564496	19.5933	22.052755	10.001328	10.149428
rna-XM_043146083.1	gene-E1B28_000274	37.678559	34.545495	43.261347	25.880486	42.905963	37.465789	42.038115	29.219757	44.23501	41.458783	45.206731	41.50812	39.800793	25.176407	34.27574	27.986447	40.661747	26.770966	41.454427	41.304171	30.668474	36.773953	17.034761
rna-XM_043146084.1	gene-E1B28_000275	22.556734	24.443013	17.455782	19.800757	18.789545	18.549962	19.301234	24.6445	22.805254	24.963933	20.994045	22.883492	17.212426	17.941257	20.674523	20.797016	14.393712	27.003531	18.843362	27.738761	44.327498	19.885738	14.512987
rna-XM_043146085.1	gene-E1B28_000276	94.057147	78.27566	119.67905	91.767679	107.987442	38.702854	136.356388	475.191855	243.033216	437.81008	372.081172	168.572501	68.592037	59.971848	138.682767	74.931351	115.561957	257.395218	120.936223	7.104239	43.814908	107.504764	48.358106
rna-XM_043146086.1	gene-E1B28_000277	1.080685	0.397968	0.416417	0.441036	0.638323	0.155127	0.163175	0.403759	0.150376	0	0.330171	0	0.076481	0.071766	0.344732	0	0.245786	0.18104	0.961872	0	0	0.34318	0
rna-XM_043146087.1	gene-E1B28_000278	44.37541	13.062656	40.056204	17.627738	41.975631	17.255005	44.451652	13.951862	49.068058	14.73294	41.535104	20.458333	42.969845	13.878289	40.744221	17.914237	35.932822	15.041215	48.738647	17.780622	31.813885	42.183616	10.706362
rna-XM_043146088.1	gene-E1B28_000279	22.030507	12.556226	12.700575	12.036756	16.869468	12.554042	12.793687	10.226341	17.752691	16.016701	11.021441	14.62152	11.169734	8.815036	13.150711	12.653774	10.317935	8.467759	6.963769	10.198138	10.691241	14.668027	9.207968
rna-XM_043146089.1	gene-E1B28_000280	41.524586	808.847704	7.778125	299.314511	21.994925	377.816358	42.384599	310.284583	33.323337	229.292725	15.765985	224.895706	44.682002	491.437161	36.919325	697.568336	40.810927	356.469381	13.76181	110.781566	73.522271	34.66911	175.282714
rna-XM_043146090.1	gene-E1B28_000281	9.118506	14.705395	7.913398	14.614639	9.082588	16.465749	9.026049	19.656858	11.704519	16.523398	12.264083	15.08556	9.097998	17.510974	11.616919	18.60216	10.591213	15.316755	12.772876	9.955706	15.038083	13.416246	14.87569
rna-XM_043146091.1	gene-E1B28_000282	56.306469	37.684851	41.397943	36.551362	48.381462	32.897842	39.788396	36.814611	51.341852	42.244148	38.828958	48.111644	34.433182	40.686984	46.917957	42.355942	39.008033	33.607673	38.307958	39.349851	50.753545	44.843702	35.770692
rna-XM_043146092.1	gene-E1B28_000283	26.097605	50.719664	16.262656	44.919914	19.53815	47.093337	17.753783	51.77694	23.382063	57.940519	21.280258	46.744063	18.797052	42.858785	19.121388	50.065761	19.04954	44.478728	17.261276	54.656105	44.237038	19.003686	39.698217
rna-XM_043146093.1	gene-E1B28_000284	2.088237	1.575058	3.629417	1.960117	1.295525	0.444986	2.11341	0.925157	2.809223	0.585346	1.544015	0.908193	1.089362	0.704059	1.422739	0.876636	1.399942	0.260321	1.840294	1.767585	7.594234	2.012821	1.533223
rna-XM_043146094.1	gene-E1B28_000285	17.129579	16.999947	10.708509	19.251754	13.257934	17.895782	15.023678	22.583341	12.595216	24.327901	13.017142	19.489285	13.181773	12.921521	13.921314	18.594305	12.666635	22.278991	11.56785	14.364785	6.057741	14.600434	12.270163
rna-XM_043146095.1	gene-E1B28_000286	9.130933	9.260781	6.108117	13.845858	6.620595	12.159465	9.167384	11.003598	11.379395	9.704759	13.515812	10.394551	6.401349	11.489993	9.861051	9.735167	8.678764	12.225037	8.286591	7.546632	12.283888	5.369957	4.140143
rna-XM_043146096.1	gene-E1B28_000287	16.351499	23.160883	15.098388	15.366992	15.401546	14.16938	15.279395	19.793452	19.691682	19.532523	16.947493	16.121397	9.691882	9.676725	14.054534	19.399136	12.650411	30.254658	17.447807	10.254681	29.953069	10.929863	9.049259
rna-XM_043146097.1	gene-E1B28_000288	34.884441	57.632694	36.176932	87.116333	51.371937	100.60265	33.567576	25.124065	53.70613	61.915697	52.12002	172.063018	63.477519	48.39927	47.992894	49.784081	78.767853	53.711802	30.732084	38.809817	114.702097	61.716144	99.764406
rna-XM_043146098.1	gene-E1B28_000289	29.987383	38.62359	25.769907	55.592159	27.341346	58.173372	19.76245	42.065702	33.624272	64.719176	28.093512	83.370347	19.001376	37.35609	25.223421	35.56652	35.387121	44.459243	18.820139	75.695412	68.000017	24.650433	73.396423
rna-XM_043146099.1	gene-E1B28_000290	0.178306	0.170149	0.105264	0.261928	0.113935	0.362243	0.244145	0.273439	0.128192	0.232551	0.070553	0.059877	0.128075	0.029086	0.057629	0.11909	0.308513	0.309058	0.170321	0.242715	0.301901	0.107374	0.304618
rna-XM_043146100.1	gene-E1B28_000291	18.720141	123.270658	18.120358	118.706209	22.129086	105.40457	24.682872	110.842738	44.004441	157.537193	35.538576	84.323687	13.611194	104.723557	21.186095	93.99767	21.378459	83.99083	10.75551	19.501315	38.816985	23.078866	69.291336
rna-XM_043146101.1	gene-E1B28_000292	15.864398	56.585081	6.793551	69.717499	13.430938	73.57249	10.298862	74.066693	29.78695	86.812371	17.609111	58.854363	9.652453	58.676685	17.312347	72.532662	11.248292	34.507059	3.448333	10.352537	13.57714	13.870007	37.036176
rna-XM_043146102.1	gene-E1B28_000293	24.291448	22.659126	16.597883	20.191947	21.206317	20.401048	16.48835	25.653763	21.877684	26.982877	18.695504	25.500027	12.760222	19.715697	17.056754	20.024991	18.458368	18.769981	14.17772	26.092723	18.32577	17.665434	16.251908
rna-XM_043146103.1	gene-E1B28_000294	0	1.158619	0	4.815033	0	4.546194	0.472798	0.990689	0.880563	0.765319	0	0.827516	0	2.382961	0	2.289466	0	0	0	1.066505	0	0	1.348903
rna-XM_043146104.1	gene-E1B28_000295	0	0	0	0	0	0	0	0	0.776266	0	0	0	0	0	0	0	0	0	0.435308	0.941597	0	0	0
rna-XM_043146105.1	gene-E1B28_000296	0.994869	3.623918	1.427071	3.6375	1.45095	3.815719	0.875097	5.050245	1.083609	5.19996	1.358406	3.805313	1.577919	4.125376	1.018507	4.376572	0.655724	5.227014	0.654724	5.29227	2.471792	1.451096	2.077782
rna-XM_043146106.1	gene-E1B28_000297	7.59055	15.939642	3.507114	10.004878	3.659769	10.007433	2.724447	8.679588	6.591457	12.456631	1.648859	11.853254	3.311024	10.76341	3.748906	9.30665	2.221844	10.916391	0.551421	9.2996	13.731758	6.211642	8.529406
rna-XM_043146107.1	gene-E1B28_000298	6.993127	14.283622	5.731774	14.027394	7.545532	13.450435	4.858273	11.881486	9.49128	11.556291	12.811621	13.782848	5.116414	12.784269	5.181528	14.501978	5.713606	21.5315	6.743365	15.084899	19.12391	7.198305	8.955848
rna-XM_043146108.1	gene-E1B28_000299	13.711823	2.2025	14.568557	6.326581	13.328664	3.951366	13.418931	2.58019	17.888483	4.675585	27.416493	4.674845	11.244109	3.724523	16.623917	4.564665	11.126399	5.448627	19.130303	3.271988	3.301791	14.327109	3.338358
rna-XM_043146109.1	gene-E1B28_000300	5.852675	3.916843	4.214548	4.857007	3.754644	5.456868	3.737098	2.189598	2.997102	6.396855	2.911058	2.982555	3.206856	3.612096	2.432326	3.318375	3.683663	3.855099	4.650622	6.809644	4.358869	5.19241	4.541819
rna-XM_043146110.1	gene-E1B28_000300	0	0	0.983451	0	0	0	0	0.540956	0	0.206726	1.352814	2.670007	0	0	0.122073	1.039945	0	0	0	0.392866	0	0.182916	0
rna-XM_043146111.1	gene-E1B28_000300	0.120414	0.420338	0.394542	0.550322	0.778727	0.707964	0.337006	0.941744	1.091197	0.2914	1.190116	0	0.261166	0.239983	1.104436	0.971991	0.159458	0.400928	0.117728	1.744822	0.848884	0.118046	1.36724
rna-XM_043146112.1	gene-E1B28_000301	7.519383	1.51383	6.558319	1.214255	5.997145	0.967006	6.664788	0.950364	7.285749	1.485776	6.822513	1.250204	6.047749	0.602275	6.284853	1.102262	5.747414	1.314686	6.714001	0.876731	1.4031	6.177281	0.471838
rna-E1B28_000302	gene-E1B28_000302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rna-XM_043146113.1	gene-E1B28_000303	28.450198	65.218172	17.926169	47.854515	23.054479	60.854161	19.221556	57.213095	25.66806	46.821629	24.794039	50.886471	21.995333	63.471945	21.413297	79.54125	22.024808	40.013564	17.934924	69.878872	64.660162	22.589061	60.085831
rna-XM_043146114.1	gene-E1B28_000303	10.194489	47.294828	9.980831	28.193727	9.573955	34.539639	11.194455	42.036882	18.788158	34.314595	24.174877	28.321695	10.075395	37.790832	12.842418	37.368432	12.700973	39.378017	14.371742	57.704967	46.869433	11.109922	33.69011
rna-XM_043146115.1	gene-E1B28_000304	6.493466	4.609648	3.245065	0.754546	3.629552	2.975636	2.922764	3.814991	0.95547	5.356686	2.781165	5.648115	4.529	3.205725	4.396674	3.077359	4.316385	0.764808	3.247309	3.948084	10.199421	2.269122	3.442431
rna-XM_043146116.1	gene-E1B28_000305	11.770435	9.27224	8.072297	9.955034	10.472708	9.072523	8.655181	9.497138	10.727122	10.410168	9.870961	9.917409	9.219485	8.517873	8.788972	8.805353	7.597097	7.664883	7.878657	8.8686	8.67337	8.876984	8.488174
rna-XM_043146117.1	gene-E1B28_000306	14.322002	8.49975	19.730601	6.246257	15.702891	6.643168	9.530941	10.443654	15.773372	6.924391	25.880898	5.498502	8.765004	6.74647	9.882727	7.308437	8.405009	8.491339	9.546135	4.998842	5.847831	10.928277	2.820854
rna-XM_043146118.1	gene-E1B28_000307	6.445549	4.602044	5.597434	3.832449	5.987619	2.496758	5.462849	5.759299	6.776232	5.496517	7.006007	4.300929	5.644498	3.729433	5.658098	4.027879	6.166668	4.739791	6.457558	2.352534	4.635961	6.174218	1.394919
rna-XM_043146119.1	gene-E1B28_000308	11.783557	14.760485	10.859219	14.618997	10.697981	14.111152	10.624328	13.090871	13.638622	14.308339	15.996019	12.641064	9.016792	9.326029	10.729985	12.791926	8.743738	19.27873	10.61016	9.134883	8.663266	11.388672	8.214394
rna-XM_043146120.1	gene-E1B28_000309	31.750125	24.979586	26.370483	25.881699	30.648272	28.395046	26.359642	23.184876	38.938524	20.727764	34.972082	25.499549	23.283101	28.886658	27.753909	31.53622	28.987285	25.978066	25.19917	16.66817	18.67339	30.495176	23.567443
rna-XM_043146121.1	gene-E1B28_000310	5.608176	1.347837	6.028423	3.015918	4.781784	2.250819	6.633343	0.138437	2.811465	0.682142	5.592956	3.100839	4.916407	0.910925	4.680247	1.30742	5.342172	0.307191	5.196971	0.955082	8.239894	5.985958	0.793619
rna-XM_043146122.1	gene-E1B28_000311	14.240338	15.351964	12.296002	14.376436	12.838735	14.537191	13.320278	17.674635	13.927382	16.831429	15.286725	13.054432	10.259672	15.002947	11.619301	16.079591	10.598571	13.769606	15.434849	17.952355	16.652507	11.820794	13.04154
rna-XM_043146123.1	gene-E1B28_000312	14.294876	17.585276	13.333691	19.472329	13.63433	23.038048	14.854071	26.726989	17.744181	19.463659	13.780591	17.371152	12.437341	21.039726	13.430731	24.825002	13.834839	22.489613	12.078198	30.842075	17.466546	12.951688	11.26726
rna-XM_043146124.1	gene-E1B28_000313	49.364708	19.650546	36.259663	18.125147	39.325965	19.940583	38.067386	15.180992	40.419543	17.878496	34.545258	20.829718	36.424046	16.480496	38.553778	19.617007	33.939532	14.513853	38.429123	21.434589	29.807966	37.536159	13.881712
rna-XM_043146125.1	gene-E1B28_000314	9.702325	8.481046	5.587077	7.471675	5.509617	7.166536	9.129325	10.88736	8.778269	8.480087	6.778287	7.178518	4.641134	6.935823	6.412928	8.245078	8.371364	9.44019	10.049426	8.17148	8.836172	5.894724	4.429386
rna-XM_043146126.1	gene-E1B28_000314	5.248461	1.291572	5.922341	2.62835	5.524114	3.483829	4.728918	2.722115	4.249795	3.208958	5.793401	2.463731	4.602257	3.399615	4.715321	4.268694	3.12434	5.179899	5.117466	3.171095	1.894539	5.08486	2.121518
rna-XM_043146127.1	gene-E1B28_000315	24.407327	34.725767	16.858511	27.329234	20.067829	23.225403	16.511736	23.331724	27.706333	26.419202	27.28426	29.085548	17.612691	25.612958	16.747683	25.38462	15.673152	25.334389	16.655412	25.122985	25.801346	18.596828	21.403752
rna-XM_043146128.1	gene-E1B28_000316	162.28195	137.003739	163.265275	120.663622	164.135878	131.945997	150.66878	135.971657	169.596649	123.519752	161.037678	150.393199	172.233096	135.327236	173.425357	146.252505	148.888794	150.505249	164.285947	126.431831	149.103145	167.058071	112.386723
rna-XM_043146129.1	gene-E1B28_000317	30.933316	38.857174	26.241854	30.984581	31.36316	30.587911	32.945026	37.949609	33.472939	39.070581	30.939201	34.159987	24.538643	36.138477	32.571593	33.017313	27.155004	27.919914	29.716002	30.442253	31.062102	33.623538	27.534153
rna-XM_043146130.1	gene-E1B28_000318	8.6629	131.421868	6.70441	67.674708	7.993314	57.007382	9.294064	21.410836	8.328813	13.56545	9.551913	17.404009	5.571448	77.357127	6.594604	111.980778	5.832839	23.348093	6.852184	15.816861	5.348343	7.75971	25.49246
rna-XM_043146131.1	gene-E1B28_000319	4.44192	33.724723	2.023929	20.865416	1.647608	23.945071	2.629925	7.111024	5.847229	4.023987	5.672148	5.457447	2.398155	27.60081	1.703269	43.9109	0.826537	1.978839	0.871883	4.829896	1.48523	2.512919	9.024166
rna-XM_043146132.1	gene-E1B28_000320	4.196009	60.779363	1.213616	34.641121	2.32935	32.624936	2.970663	10.81447	2.07553	4.231403	2.240372	9.095823	1.159342	43.20933	0.699746	86.526078	1.246365	5.786628	0.767772	7.562178	0	5.179328	10.569868
rna-XM_043146133.1	gene-E1B28_000321	37.266225	18.340685	31.691249	15.193641	33.917204	16.090206	31.887922	22.179439	28.669375	18.163356	28.84589	15.972596	23.905461	19.247793	28.80201	19.983426	21.090751	14.641045	30.351057	28.409978	16.619482	26.79671	15.983294
rna-XM_043146134.1	gene-E1B28_000322	5.326017	10.762672	4.636357	8.64251	5.035977	8.148943	5.064939	11.568808	6.329801	8.975085	5.756277	7.705641	3.891623	9.100643	4.617946	9.240058	4.753757	8.499362	4.289698	17.451743	9.278195	4.907437	8.903527
rna-XM_043146135.1	gene-E1B28_000323	38.981697	632.910159	83.184292	2952.745325	32.620492	1501.720057	9.850778	206.369043	20.798486	1811.714355	9.257903	893.524488	21.636559	2079.869708	20.81909	1106.642087	107.786389	496.980163	9.75156	3080.446385	1277.44503	30.710272	1513.240435
rna-XM_043146136.1	gene-E1B28_000324	23.537899	17.362799	25.437223	15.158751	23.673658	21.303905	22.694199	21.092587	23.354631	19.575735	26.244237	18.859421	22.526309	14.320128	20.654006	18.885136	22.320365	21.197462	23.37142	17.83969	24.500703	20.969009	20.71375
rna-XM_043146137.1	gene-E1B28_000325	32.760466	27.482857	28.97044	21.553438	29.803019	21.237398	26.9198	16.544526	33.952181	21.796237	31.562126	21.812972	24.740586	17.234127	28.482905	30.421046	25.820274	28.026513	31.135435	14.2954	29.054436	27.223656	17.772778
rna-XM_043146138.1	gene-E1B28_000326	16.350979	66.069545	16.333962	44.197611	15.791075	46.998604	14.177581	47.197667	22.431672	60.442388	25.632124	167.078912	24.311053	29.828075	16.701307	29.332079	57.770072	27.824095	19.313742	1003.312971	137.322156	25.156949	10.151924
rna-XM_043146139.1	gene-E1B28_000327	1.282334	20.614484	0.83873	3.883397	0.847986	4.704291	0.65014	3.260266	0.435128	2.848201	1.076179	11.480384	0.493623	22.946149	0.790431	22.067825	0.528633	3.538202	0.405313	33.263283	9.683953	0.307103	28.984062
rna-XM_043146140.1	gene-E1B28_000328	26.253956	34.669202	19.408073	24.635933	21.879008	27.027534	23.851418	28.314615	26.539542	27.183711	21.696778	25.627656	21.378538	29.123944	22.459559	34.608762	26.071741	25.590554	20.774669	24.179905	25.634368	20.886914	25.429858
rna-XM_043146141.1	gene-E1B28_000329	365.205841	436.873245	377.627958	429.574326	419.48806	529.67687	277.87275	441.870288	343.180917	362.14067	385.544999	507.741278	321.644869	480.562485	315.041434	650.7143	435.926854	366.226565	286.762434	471.18133	409.801506	387.462937	428.955275
rna-XM_043146142.1	gene-E1B28_000330	581.670725	483.101234	347.771411	449.654582	467.453555	688.556292	307.243603	608.923449	544.617692	469.207564	411.016021	822.817347	443.964505	374.829914	367.514817	810.180074	472.982297	304.994152	226.726428	596.889057	257.550852	443.923122	533.925995
rna-XM_043146143.1	gene-E1B28_000331	4.379771	2.676018	5.310527	10.297647	8.583695	6.700053	3.668356	3.124195	7.056218	5.029357	9.084957	8.592818	2.328409	2.885961	2.859859	3.472044	14.552438	3.113823	2.511117	4.692272	15.432864	5.064602	3.593446
rna-XM_043146144.1	gene-E1B28_000332	11.660685	12.549098	8.781958	10.011268	10.93174	9.720003	9.26004	9.437665	12.520029	11.007791	11.680894	10.730259	8.735819	8.61291	9.867029	10.52234	8.055465	9.148043	8.335696	10.4831	10.948188	11.117524	8.718012
rna-XM_043146145.1	gene-E1B28_000333	21.906306	28.826512	21.60999	26.384462	26.455003	23.843201	19.717262	22.654288	24.132163	24.831084	28.978	20.768783	15.917733	22.083328	20.553608	28.325764	22.86593	31.939708	23.135536	17.528275	11.673953	22.444492	15.430391
rna-XM_043146146.1	gene-E1B28_000334	17.451416	21.338167	18.486499	18.235326	18.936259	19.969558	17.481197	22.214886	18.185674	19.740492	18.385184	14.801018	14.891121	15.645574	14.470068	19.549803	11.398032	16.967396	14.319643	12.144082	19.510788	15.125344	8.706879
rna-XM_043146147.1	gene-E1B28_000335	32.264788	37.909295	22.833299	32.761144	25.876671	32.944031	23.143035	33.710004	33.214106	38.329635	37.293226	43.213505	24.471797	31.720665	24.769728	30.493978	22.916482	40.251439	25.214745	47.263194	52.558047	26.980448	30.62947
rna-XM_043146148.1	gene-E1B28_000336	0	0	0.723665	0	0	0	0	0	0	0	0	0	0.344365	0	0	0	0	0	0.34242	0	0	0.385992	0
rna-XM_043146149.1	gene-E1B28_000337	10.791507	11.424442	7.131581	8.551809	8.159112	8.417274	7.05087	12.227073	9.35314	10.576133	7.842038	10.680966	6.172441	10.070805	6.900318	9.638752	5.820665	8.735495	5.734254	11.434288	8.934377	6.751192	6.758772
rna-XM_043146150.1	gene-E1B28_000338	27.698225	18.650382	24.156979	15.885773	26.626961	16.984773	25.176796	20.450866	32.955176	18.789185	28.024494	23.328971	22.087047	21.533051	32.22249	20.074584	25.424054	22.083075	35.748691	35.390675	10.554408	33.51438	19.851361
rna-XM_043146151.1	gene-E1B28_000339	34.742581	27.370284	23.294848	23.23505	29.599005	27.110671	24.916182	37.504844	31.631368	30.31409	22.960478	36.299061	24.353459	31.003527	25.967683	26.191879	27.556872	24.04118	25.760668	51.965595	26.772029	29.253026	18.386307
rna-XM_043146152.1	gene-E1B28_000340	0.513324	0	0.983354	1.452419	0.594074	15.282573	0.215929	0.053117	0.595944	2.872399	1.747374	8.070804	0.299879	0.091991	0.225048	0.061895	0.240845	0	0.898456	0	18.169579	0.279743	1.097258
rna-XM_043146153.1	gene-E1B28_000341	26.788991	17.2886	22.46918	20.657068	23.552492	27.796421	21.268771	21.345238	21.756015	32.098132	20.183174	22.793622	22.351453	13.504738	21.313762	16.670505	17.690795	19.490595	20.761379	12.19612	35.923843	20.632434	7.95419
rna-XM_043146154.1	gene-E1B28_000342	85.645551	29.66531	62.509556	28.118035	69.542241	38.35557	64.119708	31.459921	71.525952	35.927336	66.628548	27.883803	64.932912	20.426361	69.623599	27.881909	59.475458	29.797931	61.645819	26.966002	35.662337	62.271198	9.729646
rna-XM_043146155.1	gene-E1B28_000343	28.60004	14.281715	26.946161	14.204869	27.296655	17.228667	27.072868	18.759459	22.825368	24.420629	16.344718	19.555821	34.179988	22.72803	27.758787	19.198314	18.154501	19.331134	21.739788	11.342967	13.126229	28.258393	9.341958
rna-XM_043146156.1	gene-E1B28_000344	13.596194	71.181668	9.957832	28.441241	10.068822	32.971165	11.539591	17.76428	12.727997	15.804424	10.36911	16.306713	9.808253	46.256525	9.622636	48.235217	8.695043	15.762456	11.149249	17.251364	8.822273	9.20104	14.166145
rna-XM_043146157.1	gene-E1B28_000345	1852.337069	15.091278	1896.840074	9.900986	1585.007981	11.034089	1381.996579	14.179943	1342.107284	16.841333	1322.460133	10.982473	1431.24898	13.6798	1547.633529	10.307311	1043.184084	12.580963	1987.900793	14.692634	7.505482	1544.193392	7.723957
rna-XM_043146158.1	gene-E1B28_000346	0.688714	0	1.248844	0.779806	0.848241	0	0.704183	0.239696	0	0	2.841977	0.407259	0.938179	0	0.424824	0	1.132931	0	2.592627	0	0	1.05849	0
rna-XM_043146159.1	gene-E1B28_000347	5.825264	7.959836	6.171657	10.858323	8.531609	7.792324	5.014905	6.142739	6.748084	8.311538	7.570086	6.98595	3.131208	6.566531	6.720306	7.650928	7.427093	8.301193	5.00387	4.971118	2.052815	6.438684	7.37099
rna-XM_043146160.1	gene-E1B28_000348	143.003108	99.257106	129.681309	162.20318	133.070879	155.188196	121.355466	88.201282	193.386724	169.481204	133.468571	204.620776	122.587693	70.790261	139.800243	85.616484	294.715748	83.097485	115.997693	315.60955	204.245433	177.495403	267.792184
